"","population","householdsize","racepctblack","racePctWhite","racePctAsian","racePctHisp","agePct12t21","agePct65up","medIncome","pctWWage","pctWFarmSelf","pctWInvInc","pctWSocSec","pctWPubAsst","pctWRetire","medFamInc","perCapInc","whitePerCap","blackPerCap","indianPerCap","AsianPerCap","OtherPerCap","HispPerCap","PctPopUnderPov","PctLess9thGrade","PctNotHSGrad","PctBSorMore","PctUnemployed","PctEmploy","PctEmplManu","PctEmplProfServ","PctOccupManu","PctOccupMgmtProf","MalePctDivorce","MalePctNevMarr","FemalePctDiv","PersPerFam","PctFam2Par","PctKids2Par","PctYoungKids2Par","PctTeen2Par","PctWorkMomYoungKids","PctWorkMom","PctKidsBornNeverMar","NumImmig","PctImmigRec10","PctRecImmig10","PctNotSpeakEnglWell","PctLargHouseFam","PctLargHouseOccup","PersPerOccupHous","PersPerOwnOccHous","PersPerRentOccHous","PctPersOwnOccup","PctPersDenseHous","PctHousLess3BR","MedNumBR","HousVacant","PctHousOccup","PctHousOwnOcc","PctVacantBoarded","PctVacMore6Mos","MedYrHousBuilt","PctHousNoPhone","PctWOFullPlumb","OwnOccMedVal","RentMedian","MedRent","MedRentPctHousInc","MedOwnCostPctInc","MedOwnCostPctIncNoMtg","PctForeignBorn","PctBornSameState","PctSameHouse85","PctSameCity85","PctSameState85","LandArea","PopDens","PctUsePubTrans","murders","rapes","robberies","assaults","burglaries","larcenies","autoTheft","arsons","ViolentCrimesPerPop","nonViolPerPop"
"38",85351,2.93,2.1,92.56,4.84,1.79,13.87,4.99,60979,91.66,1,65.28,11.83,1.3,8.04,67827,23934,24247,22102,6856,18867,728,15423,1.52,1.7,4.54,54.42,2.38,73.98,17.03,23.91,3.09,46.85,4.5,25.19,7.04,3.34,91.43,91.6,95.8,90.93,45.77,59.64,0.5,6.30572576771215,38.5,2.43,0.66,4.31,3.38,2.89,3.18,1.97,83.76,0.68,32.12,3,1805,94.16,76.11,0.22,24.04,1981,0.05,0.12,176500,628,698,24.1,23.2,12,6.31,52.12,39.81,60.09,75.73,28.9,2948.8,9.9,2,1873.6719965856,132,437,399,483,536,47,2864.25700529062,492
"39",47409,2.72,2.41,93.66,3.15,1.26,10.62,2,46612,95.82,0.79,53.64,5.77,2.01,5.21,51023,18662,18966,14409,34523,11920,223,14817,2.83,1.33,4.04,39.17,3.43,84.45,19.15,21.37,8.34,35.41,7.82,27.65,10.86,3.18,83.74,84.01,91.59,81.87,72.89,79.18,2.1,3.48035183193065,50.18,1.75,0.41,3.21,2.34,2.72,2.94,2.22,74.56,1.69,43.14,3,1023,94.46,68.84,0.1,16.62,1983,0.45,0.13,104300,555,604,22.7,22.8,11.6,3.48,62.36,33.38,51.62,81.38,33.4,1419.3,2.32,0,5438.8121264389,74,282,371,220,198,4,12223.0212120882,727
"40",38736,3.09,0.87,97.11,1.55,0.81,13.21,2.33,50611,95.24,0.97,55.14,6.43,1.4,6.39,52473,17481,17623,13148,15995,11201,544,11894,2.32,1.25,4.61,28.49,3.41,84.21,23.26,21.67,9.51,32.1,5.88,22.36,8.54,3.38,88.86,88.66,94.34,88.13,76.55,82.37,0.97,1.73740190004131,28.38,0.49,0.48,3.89,3.28,3.09,3.16,2.46,91.87,0.85,23.15,3,437,96.63,89.78,0.46,26.09,1981,0.18,0.08,96000,637,710,24.5,22.5,11.4,1.74,73.23,48.48,81.37,90.19,34,1138.5,1.22,0,2496.9695139944,300,259,323,1445,541,122,7889.22323934944,549
"41",304011,2.47,11.28,82.29,2.56,5.02,12.95,11.11,28024,79.42,1.12,40.19,24.48,6.29,14,34610,14516,15787,8475,8138,9442,1630,9220,12.47,5.75,18.13,22.73,5.8,65.71,25.41,22.58,12.75,27.69,11.91,28.45,15.12,3.05,71.36,68.77,78.93,71.85,63.96,70.92,3.68,4.03241987954383,51.83,2.09,1.32,4.7,3.07,2.43,2.6,2.18,63.1,3.91,55.85,2,11820,91.25,58.93,3.88,33.29,1958,5.25,0.28,56700,299,395,25.4,19.8,12.7,4.03,61.08,46.59,80.35,87.73,119.3,2548.6,1.15,48,67,54,28,679,318,304,1137.9471364,1851,802.256213229127
"42",34507,2.47,0.51,98.75,0.38,0.54,13.15,14,22430,71.2,0.64,36.62,30.97,8.72,21.42,27456,11307,11305,8596,17646,15022,815,6476,14.11,9.56,27.19,11.61,7.71,57.46,24.8,20.51,19.87,20.52,11.48,23.2,15.12,2.97,71.34,68.98,76.99,73.39,64.33,67.77,2.14,0.759266235836207,12.21,0.09,0.33,3.49,2.45,2.44,2.51,2.33,61.71,1.49,47.68,3,773,94.76,59.9,1.29,43.98,1954,6.05,0.25,51700,279,362,24.5,17.9,12.4,0.76,84.12,53.1,84.69,92.88,16.2,2127.6,0.1,0,78,112,262.286666666667,305,120,513,2,1310.70990427063,1037
"43",76836,2.87,21.6,69.23,0.97,12.68,15.05,12.71,30967,75.02,0.58,38.63,30.17,8.35,17.18,37198,13091,14661,9196,12151,35637,1435,7698,12.97,11.47,28.94,14.61,7.8,56.5,20.42,23.99,18.78,20.64,9.35,35.47,11.67,3.33,68.58,63.58,75.21,72.62,56.92,67.19,5.39,7.31818418449685,34.31,2.51,3.17,8.55,6.02,2.71,2.85,2.46,66.48,5.28,50.45,2,2264,92.2,63.11,11.57,43.51,1954,5.11,0.44,64500,331,403,26.3,18.3,13.5,7.32,74.92,54.97,86.65,94.1,28.8,2666.1,2.89,17,2855.8253331892,194,374,116,855,491,169,4478.14219010516,1863
"44",11938,2.26,2.06,96.36,1.06,0.66,12.58,16.98,24127,68.15,0.53,45.97,37.43,8.93,24.67,31923,13736,13811,14198,6438,10742,706,10940,13.69,7.98,21.56,21.13,6.84,54.29,35.05,24.53,15.4,30.28,11.51,28.68,14.58,2.92,67.1,67.44,72.7,72.64,59.6,68.78,3.14,4.09616351147596,23.52,0.96,0.31,3.01,1.8,2.23,2.44,1.99,58.92,0.93,47.39,3,305,94.54,53.84,0.66,33.77,1939,4.68,0.27,50000,310,356,26.6,17.3,13.4,4.1,74.62,55.27,81.51,90.47,3.2,3710.2,0.89,0,117,330,421,14,1098,228,900.2092764,1425,18765.3650226169
"45",51288,2.68,2.27,94.8,2.28,1.03,13.49,3.49,43620,93.55,1.18,50.59,9.25,2.91,7.86,50275,18523,18821,14698,17022,10334,428,11957,4.2,1.48,5.49,34.29,3.06,80.8,16.54,19.49,9.29,30.72,7.63,30.22,11.91,3.14,79.93,80.41,87.33,78.75,70.4,76.02,1.74,2.77257838090781,37.83,1.05,0.73,2.99,2.14,2.67,2.94,2.17,71.53,1.62,43.98,3,1117,94.48,64.94,0.54,13.61,1977,0.35,0.43,108100,537,576,24.7,20.8,10.5,2.77,61.52,42.16,59.26,83.32,25.8,1989.9,2.11,0,2985.9450939869,90,224,348,536,132,16,6434.14657227207,1274
"46",32998,2.6,0.78,96.04,2.65,1.13,11.85,7.12,47518,88.68,0.57,55.48,16.22,2.4,13.19,54754,20752,20711,39671,13528,20252,937,13418,3.26,2.44,10.47,33.88,3.9,71.67,23.49,21.95,8.08,37.25,8.47,26.59,11.89,3.1,84.25,84.49,94.21,80.36,51.76,64.33,1.09,6.23674162070428,31.78,1.98,1.31,2.79,2.02,2.58,2.78,2.05,78.52,1.25,46.9,3,858,93.67,72.95,0.23,21.68,1978,0.57,0.37,127900,602,680,21.7,21.4,14.2,6.24,71.72,43.78,65.21,89.33,31.5,1046,0.24,1,2355.4981336071,379,533,247,272,71,101,9905.14011033123,1213
"47",12456,2.41,12.38,85.77,0.41,2.29,13.75,14.88,23700,73.87,1.01,37.26,32.57,10.91,17.29,28669,11772,12437,7079,6248,25254,986,5276,13.67,10.27,26.15,15.47,5.19,59.08,27.12,23.14,22.17,22.17,13.05,27.57,16.64,3.02,61.9,59.36,69.11,59.51,64.8,71.1,4.5,1.66184971098266,22.71,0.38,0.26,4.32,2.76,2.37,2.53,2.13,62.95,2.14,53.14,2,295,94.61,58.84,3.05,36.95,1947,5.83,0.29,37300,269,322,25,16.1,13.2,1.66,54.2,55.03,81.44,89.1,5.3,2336.1,0.64,0,1032.1140807467,122,498,193,1164,437,122,13263.6005198033,1788
"48",1027974,2.75,75.67,21.63,0.82,2.77,16.05,10.94,18742,65.39,0.21,18.62,28.84,26.14,17.52,22566,9443,11947,8809,7045,8241,1290,7518,32.41,12.02,37.85,9.61,19.67,44.21,20.52,25.13,20.54,18.74,15.75,44.98,19.62,3.38,37.07,32.26,37.68,40.25,48.88,57.3,16.59,3.35514322346674,36.73,1.23,1.16,11.01,7.26,2.71,2.85,2.55,55.72,5.44,48.3,3,35970,91.23,52.91,19.37,54.91,1945,8.26,0.93,25600,265,372,35.1,17.7,14.8,3.36,65.72,59.82,93.63,95.96,143.7,7153,10.57,579,18931.4937454269,58,66,317,925,297,17,1910.01851656043,2084
"49",56381,2.77,4.94,90.6,3.4,1.15,14.22,3.17,40018,91.57,0.79,44.68,9.34,6.45,6.43,45435,15541,16131,7987,19526,11112,1741,10207,7.52,2.38,9.28,20.89,4.7,80,20.7,18.72,13.87,25.1,8.93,31.25,12.57,3.22,75.66,75.36,77.21,76.58,68.15,76.09,4.49,3.57567265568188,47.92,1.71,1.02,3.84,2.81,2.76,3.04,2.18,74.29,2.55,46.64,3,879,95.87,67.44,0.57,25.6,1974,1.09,0.14,88400,447,475,26.4,21.4,11.5,3.58,72.79,48.74,79.18,90.51,27,2089.1,4.17,4,3223.0042363832,354,147,612,418,224,41,6612.16409141945,1128
"50",53589,2.59,27.32,71.49,0.79,0.67,14.66,11.54,25790,77.13,0.75,29.97,27.91,8.02,13.84,31871,13047,15638,6248,11718,13586,462,9701,17.03,11.71,29.55,19.26,4.87,62.19,17.95,23.95,16.4,26.03,11.44,24.97,15.7,3.1,68.34,62.54,73.77,70.01,68.72,74.27,4.55,1.14948963406669,34.25,0.39,0.32,4.46,3.19,2.55,2.64,2.4,63.11,3.42,38.6,3,1505,93.22,60.86,3.26,33.22,1971,9.77,0.5,58600,229,321,23.5,16.7,12.7,1.15,68.14,50.63,78.9,87.37,82.6,649.2,0.19,4,84,28,426,836,703,296,1638.5951004,187,6481.91811827054
"51",13057,2.67,5.81,85.86,2.42,15.93,15.36,7.82,35615,87.13,1.13,49.16,18.13,1.69,30.25,40617,15369,16319,13070,16792,6602,1292,8458,7.94,2.45,9.36,28.89,5.23,67.84,6.49,22.6,8.98,31.07,9.56,23.02,12.22,3.07,78.5,77.74,92.15,85.68,65.94,71.51,0.99,5.13134717010033,23.43,1.2,1.15,4.03,3.15,2.67,2.75,2.57,58.74,4.23,36.47,3,533,90.17,57.12,0.19,14.07,1973,2.97,0,78600,374,444,22.8,20,10.9,5.13,35.8,41.56,65.99,75.15,5.8,2268.4,0.11,0,3,403,262.286666666667,794,931,295,50,5118.2252176355,945
"52",11216,2.4,2.89,93.58,0.8,5.59,12.94,13.3,26179,72.43,0,31.85,32.4,9.7,22.55,30172,12785,12732,17757,12891,17728,1458,7852,12.12,11.85,37.57,5.39,8,54.62,24.94,14.91,23.73,14.19,14.59,31.45,15.85,3.02,63.7,63.09,71.22,67.93,45.93,62.45,4.29,6.11626248216833,22.74,1.39,1.95,4.55,2.96,2.4,2.61,2.04,69.36,3.38,54.16,2,232,95.27,63.9,2.16,34.48,1952,4.09,0.14,37600,342,416,25.7,15.3,14.3,6.12,70.82,60.46,92.82,94.74,2.9,3905.3,1.63,0,1950.3101792392,170,345,151,955,38,122,21980.2976037732,1739
"53",39311,2.72,1.12,96.38,2.09,0.7,10.42,3,52956,93.95,0.7,57.34,6.91,2.5,5.07,59482,23898,23984,35526,7355,14930,794,15596,3.12,1.22,3,46.79,3.06,82.06,19.73,20.39,4.6,41.3,7.04,25.31,10.02,3.15,85.74,87.03,91.75,80.98,66.01,71.57,1.28,2.59214977995981,42.49,1.1,0.23,2.66,1.95,2.71,2.95,2.08,78.95,0.96,37.35,3,958,93.78,72.53,0.31,20.67,1984,0.46,0.2,121600,618,657,23.1,22.5,11.5,2.59,62.33,35.77,69.16,82.35,33.6,1171.4,1.43,0,1523.732422147,353,242,346,197,591,20,5389.66808818651,812
"54",53367,2.6,2.38,88.43,4.49,8.56,13.4,8.57,32420,85.99,0.39,32.97,19.56,3.2,12.67,38122,14453,14834,12069,11999,11393,165,10057,7.21,5.04,17.7,16.01,4.64,72.75,8.86,18.02,12.9,22.26,14.41,28.33,18.63,3.06,72.94,71.08,86.68,76.66,75.63,81.43,1.87,7.93936327693144,48.69,3.87,2.22,4.53,3.11,2.56,2.71,2.38,57.38,5.07,51.39,2,1099,94.93,54.16,1.55,12.92,1975,4.12,0.19,97300,443,537,26.5,22.9,12.8,7.94,28.7,36.42,72.73,75.84,14.8,3615.7,2.77,4,109,6,113,730,671,18,1677.8917702,1323,5803.00891974441
"55",13786,2.52,5.74,93.4,0.37,0.62,14.44,12.84,24676,72.74,0.73,32.47,29.19,9.5,15.38,30457,12130,12435,7592,7341,21573,59,5840,14.52,15.57,32.53,14.88,4.66,59.27,30.63,20.22,24.42,24.39,9.68,21.29,12.83,2.95,76.23,72.2,90.91,71.61,63.19,68.34,1.41,0.558537646888147,42.86,0.24,0.33,2.49,1.84,2.48,2.55,2.35,67.65,2.1,41.68,3,428,92.76,65.83,1.17,38.32,1970,8.85,0.91,52700,189,315,22.8,17.4,12.9,0.56,74.08,55.76,86.32,91.73,48.1,286.5,0,0,49,403,363,179,1047,355,1026.4900338,1093,18914.0434774409
"56",25086,2.99,1,86.47,3.58,15.83,19.49,10.32,30469,78.4,0.48,48.95,26.19,7.69,14.16,36511,12849,13725,6763,6044,7611,1405,7011,12.82,13.29,26.19,23.66,5.32,64.11,33.05,24.99,22.6,23.31,6.73,34.87,9.23,3.24,77.48,75.88,85.6,82.31,68.81,75.6,3.08,7.80515028302639,57.51,4.49,3.77,7.33,5.84,2.77,2.86,2.61,67.54,4.34,42.69,3,465,94.74,65.54,0.22,15.05,1951,4.13,0.28,65900,403,456,25.2,18.1,13.1,7.81,68.86,45.57,70.19,87.53,8.8,2853.3,0.66,1,1092.5467055514,353,54,248,239,490,164,5981.6100835183,1436
"57",10891,2.95,13.65,85.37,0.22,1.3,15.38,6.87,34929,86.64,1.53,27.81,19.75,5.47,15.87,37569,13206,13350,12070,23588,13543,1333,14977,7.64,10.47,31.06,6.18,9.78,62.72,32.68,17.44,28.69,11.92,11.55,27.69,12.84,3.31,76.61,71.41,89.9,80.14,60.39,65.07,1.9,1.33137452942797,15.17,0.2,0.08,6.13,4.88,2.95,2.94,2.99,91.23,3.98,40.98,3,159,95.87,91.35,2.52,55.35,1971,5.1,0.62,65300,331,447,21.9,18.6,15.5,1.33,73.68,61.18,83.06,95.06,38.9,279.8,0,0,3436.4174142676,131,138,855,414,517,101,34022.7473534809,653
"58",25894,2.47,3.29,95.37,0.53,1.52,13.56,15.82,22783,72.28,2.41,42.77,33.69,7.79,14.32,28388,11639,11758,6070,7076,20082,106,7870,12.83,8.9,21.71,16.05,5.39,58.13,17.23,25.88,16.57,24.16,9.81,26.49,11.74,2.97,70.86,70.04,78.72,72.07,67.12,75.68,2.3,1.22808372595968,10.38,0.13,0.39,3.22,2.09,2.35,2.54,2.01,69.92,0.97,48.3,3,710,93.67,64.73,5.35,38.17,1951,4.09,0.76,38500,228,301,24.8,17.3,12.6,1.23,80.61,55.29,83.13,92.4,14.9,1737.3,0.72,2,49,34,120,333,33,510,989.4308968,1659,7204.10479956747
"59",16849,3.11,0.39,98.05,0.79,0.78,11.83,2.46,43218,94.8,0.24,44.59,8.35,2.08,6.67,44981,14872,14935,19694,13808,6438,118,10062,2.34,2.4,8.53,19.09,3.64,81.87,24.65,19.06,14.66,22.37,7.27,21.58,7.73,3.37,88.5,87.39,96.72,90.03,77.14,82.29,1.01,1.20481927710843,22.17,0.27,0.23,3.67,3.12,3.11,3.21,2.41,90.38,1.62,29.7,3,109,98.03,87.59,1.83,40.37,1981,0.87,0.13,88700,466,510,25,23.2,10.7,1.2,80.82,45.21,79.36,92.69,8.5,1989.1,2.63,0,2017.5700891829,300,161,78,871,228,122,14710.4877985809,481
"60",13864,2.5,31.63,59.56,3.75,8.56,11.06,11.05,32793,84.78,0.31,39.08,20.78,4.11,16.24,40245,15811,17284,14392,11763,11692,62,10581,6.62,7.69,23.61,24.42,5.13,71.5,6.57,25.57,10.19,28.17,12.42,36.68,14.67,3.08,64.48,63.25,77.42,70.39,75.6,82.53,7.44,15.3779572994807,59.19,9.1,2.48,6.84,4.41,2.49,2.73,2.25,55.24,5.94,57,2,234,95.95,50.48,1.71,22.22,1949,2.51,0.24,110500,532,540,25.4,21.4,11.8,15.38,20.27,50.18,72.51,77.86,2.2,6251.8,18.42,1,78,327,340,169,1068,14,1644.8881614,1644,20887.8257458165
"61",30771,2.54,1.18,96.5,1.09,2.78,13.03,12.56,36526,78.12,0.38,48.72,31.6,3.58,21.39,42390,15485,15455,20241,11287,14832,556,13480,4.62,9.21,26.23,9.53,6.09,60.66,28.36,15.96,19.63,19.64,9.6,29.12,11.04,3.09,80.05,77.41,90.06,80.11,59.18,67.07,0.97,5.55393064898768,13.17,0.73,1.13,3.89,2.7,2.52,2.82,1.8,78.71,2.02,43.99,3,376,96.99,70.24,0.27,11.17,1959,0.78,0.06,58700,447,503,21.8,16.4,13.4,5.55,75.09,64.4,93.82,96.57,7.1,4331.5,0.96,0,1797.5179568958,229,498,107,81,252,28,8204.21161774333,1361
"62",10850,2.55,0.65,97.82,0.48,0.59,13.45,14.2,24929,70.25,0.66,40.16,32.94,7.29,18.52,29688,11637,11615,12246,6156,33847,826,12807,9.97,7.01,23.74,15.61,4.31,58.67,23.17,26.69,20.21,22.45,10.08,29.09,12.58,3.12,72.73,71.04,73.39,80.41,60.44,69.89,2.54,1.84331797235023,6,0.11,0.75,4.21,2.8,2.49,2.77,2.07,65.66,1.32,45.46,3,209,95.32,58.84,1.91,45.93,1939,7.48,1.21,60300,316,377,27,21,15.1,1.84,86.08,57.62,83.59,96.14,22.8,475.5,1.01,0,49,3,4,780,943,74,860.7727608,113,24495.6014820276
"63",14143,2.68,8.4,88.4,1.04,4.55,21.01,14.55,23886,72.48,0.4,43.56,36.57,8.22,21.92,30778,11126,11711,6584,3706,6599,1348,7375,18.25,9.59,24.81,17.44,6.81,54.19,13.55,38.63,14.01,26.02,7.58,43.86,11.15,3.02,64.55,63.4,74.38,70.39,64.26,74.23,4.57,2.35452167149827,35.74,0.84,1.09,3.88,2.46,2.38,2.63,2.08,60.26,1.48,46.94,3,370,93.46,54.56,2.16,44.59,1939,8.02,0.19,58500,337,387,30.5,21,14.9,2.35,75.91,51.79,72.2,88.4,4.4,3231.1,0.5,0,49,330,539,35,971,2,518.1505508,1586,10790.8544919748
"64",12871,2.88,0.65,76.89,2.11,27.05,15.46,10.07,29324,79.56,3.64,30.35,23.71,4.11,10.58,32053,12024,13543,8740,9707,7233,1327,6579,12.03,15.08,34.22,12.07,4.33,63.62,24.4,17.68,17.37,17.44,8.14,20.93,9.52,3.27,83.6,79.84,82.24,86.26,66.76,69.99,0.69,9.74283272473001,41.79,4.07,6.06,6.69,5.28,2.84,2.83,2.86,70.19,7.82,38.61,3,417,91.47,70.36,7.43,46.76,1966,7.13,1.23,47600,257,355,19,16.3,12.1,9.74,61.7,50.54,83.32,92.43,4.5,2860.2,0.07,0,2,2,262.286666666667,238,907.11779102,2,2,2068.88871623546,8927.96046165799
"65",31499,2.45,0.54,94.69,2.13,2.04,13.41,13.86,25535,70.33,0.53,42.52,29.97,11.87,18.29,32152,12908,13167,4900,8137,11609,922,4490,15.96,7.26,22.09,13.05,7.53,55.21,28.17,21.95,20.54,21.95,13.36,23.92,15.51,2.95,68.67,65.86,67.24,78.18,48.38,61.08,2.29,3.47312613098829,31.81,1.1,0.64,3.59,2.38,2.4,2.53,2.22,60.37,3.21,51.56,2,566,95.79,57.16,4.95,28.45,1958,4.83,0.52,61100,308,352,26.3,14.6,10.9,3.46,49.86,49.89,80.2,87.19,12.4,2530.4,0.29,1,32,252,441,605,343,52,1137.8072906,1015,6786.90526873869
"66",10132,2.17,0.81,97.76,1.22,0.77,8.23,20.96,41040,70.2,0.88,69.45,38.86,2.86,27.02,52662,21549,21767,17985,21150,10499,485,21432,3.64,3.84,12.67,33.71,4.82,58.32,21.49,24.6,6.74,41.18,8.99,24.82,10.87,2.79,83.09,83.42,94.32,79.65,51.16,60.82,0.16,6.83971575207264,13.28,0.91,0.69,1.89,1.16,2.14,2.48,1.55,73.62,0.49,49.29,3,225,95.41,63.51,0,17.33,1964,0.9,0.12,107300,568,609,26.1,16.3,12.1,6.84,68.45,58.37,76.63,93.36,2.8,3665.7,0.93,0,3129.6145544426,265,546,734,780,590,79,38892.7610979333,982
"67",189126,2.74,18.54,76.39,1.14,4.97,14.61,11.21,26809,78.03,0.26,39.82,26.02,10.72,14.2,32049,12070,13519,7564,6610,7152,1145,6264,16.12,8.4,23.55,20.85,7.35,60.88,24.01,25.86,19,24.25,10.74,36.2,13.74,3.2,62.73,60.07,70.54,64.25,61.93,68.28,8.28,3.9423453147637,40.46,1.6,1.57,6.93,4.68,2.6,2.75,2.38,63.34,2.84,46.57,3,4687,93.64,59.9,5.82,39.32,1947,6.65,0.4,58300,346,414,28.3,19,13.8,3.94,74.5,48.95,82.55,91.55,45.9,4124.7,3.39,33,3274.101123448,384,137,427,1373,23,163,2024.10092924717,1785
"68",21755,2.62,1.37,96.59,0.71,1.72,12.68,14.02,33646,76.59,0.37,50.78,30.47,3.88,22.59,38473,15379,15441,15091,6200,19307,1547,8131,7.23,6.19,19.16,20.49,5.11,61.85,28.44,23.98,15.08,28.54,7.57,22.68,10.38,3.04,83.22,81.64,88.14,87.66,62.42,70.46,1.11,2.37646518041829,13.73,0.33,0.63,3.89,2.95,2.6,2.64,2.29,88.78,1.38,35.52,3,353,95.92,87.29,1.42,37.39,1962,1.76,0,62500,365,460,26.4,16.2,12.5,2.38,80.4,63.41,88.87,95.59,24.1,903.4,0.2,0,1053.025652832,403,123,35,1076,386,79,7258.21950279016,709
"69",23095,2.42,10.11,87.39,1.4,2.73,10.99,16.02,29133,73.54,0.12,45.23,35.18,10.13,18.37,35086,14341,14966,8296,17252,21921,97,9357,11.76,13.12,30.85,18.58,5.58,59.07,21.18,26.81,11.78,25.22,10.67,35.62,14.37,2.99,61.98,58.31,69.44,65.04,56.75,67.26,4.58,4.90582377137909,27.71,1.36,0.81,4.43,2.7,2.32,2.55,2.09,54.69,2.2,55.93,2,831,92,49.71,6.62,51.14,1939,5.18,0.61,94700,450,514,28,20.9,14.1,4.91,79.37,55.04,86.52,93.08,7.6,3021.3,1.58,0,4,149,378,207,1394,504,2412.5017576,1005,19560.5185434077
"70",12353,2.38,0.32,97.8,0.4,0.52,14.9,16.4,17985,64.92,1.07,35.85,35.65,12.54,13.6,24635,10180,10337,1800,2446,6707,659,1329,21.03,14.38,26.87,13.79,8.38,53.41,10.6,31.33,13.72,24,10.06,30.34,13.96,2.99,62.29,62.04,67.52,60.57,68.17,74.21,2.77,0.906662349226908,0.89,0.01,0.07,4.07,2.42,2.28,2.52,1.99,61.09,2.33,57.43,2,286,94.78,55.38,2.8,30.42,1953,6.43,0.77,41400,274,323,29.6,16.7,12.2,0.91,77.75,47.17,78.03,92.1,7.1,1732.1,0.58,0,485.4675976891,300,123,207,1287,528,79,7354.22648497612,1888
"71",30575,2.77,2.57,93.7,2.36,4.7,11.66,11.25,71905,85.84,0.56,70.2,20.61,1.48,9.57,82712,43394,45044,16156,21251,21088,176,11690,2.83,3.64,7.67,55.91,2.08,69.8,10.51,32.77,3.49,49.25,4.44,22.58,7.81,3.06,88.55,88.01,95.15,86.56,60.46,64.84,0.82,10.9239574816026,30.21,3.3,2.28,3.36,2.74,2.73,2.83,2.34,83.18,1.35,22.78,3,413,96.39,80.39,0.73,22.52,1956,0.69,0.14,257000,629,696,25.6,21.4,12.6,10.92,64.54,63.01,74.92,89.74,12.5,2449.9,11.56,0,3236.7300782042,353,339,639,916,346,3,12849.4851290407,207
"72",24727,2.7,3.91,93.76,1.11,5.69,12.43,15.34,55476,77.1,0.7,60.91,33.78,3.93,18.92,68553,25929,26535,13678,40598,18528,184,11464,3.32,5.43,12.32,43.95,3.63,62.03,9.15,32.82,5.47,45.52,4.82,28.97,7.72,3.27,85.93,85.32,93.82,85.87,51.25,63.61,1.76,6.94787074857443,22.76,1.58,1.29,6.48,4.64,2.67,2.99,1.98,76.46,1.96,38.9,3,330,96.53,68.27,0.91,34.85,1942,0.41,0.15,278900,565,591,24.6,22.2,15,6.95,83.01,73.38,91.42,97.47,3.4,7276.1,21.8,0,3,191,138,850,955,24,5677.3418044,551,30356.8641743843
"73",31468,2.81,0.69,96.26,2.27,1.05,28.46,9.28,22476,81,1.17,48.33,23.9,7.26,11.52,31471,10374,10607,5267,5069,3788,844,4357,25.16,6.35,15.13,29.17,5.3,63.92,17.4,30.63,17.51,22.7,4.9,56.2,7.64,2.98,73.28,73.72,83.07,73.43,69.32,74.17,2.31,3.35261217745011,67.01,2.25,0.96,3.83,2.38,2.46,2.67,2.24,55.78,2.85,53.51,2,468,95.99,51.45,1.71,33.33,1960,2.01,0.45,62100,348,385,29.9,18.2,11.9,3.35,73.26,35.35,55.95,88.12,11.7,2685.8,2.43,0,950.1136487585,403,224,443,371,24,79,5011.80134981092,1802
"74",22897,2.92,21.83,76.28,0.66,1.9,17.15,6.85,31723,83.2,0.26,26.3,21.84,12.05,13.44,34729,12008,12527,10510,10924,9266,1105,8352,12.94,9.34,30.67,5.88,9.6,60.9,31,15.26,26.42,11.44,13.33,32.85,15.91,3.31,65.89,62.21,75.99,70.83,52.04,61.18,4.72,1.99589465868891,7.88,0.16,0.44,6.9,5.39,2.9,3.05,2.62,67.89,4.16,39.31,3,379,95.39,64.5,7.12,37.47,1964,4.36,0.5,49200,359,420,23.4,15.6,14.4,2,73.61,59.29,90.73,95.1,37.2,615.4,0.14,3,1741.984460722,301,98,435,91,423,10,9363.60423078133,1980
"75",574283,2.51,25.59,62.84,5.29,10.79,15.09,10.05,29180,76.69,0.44,36.87,21.15,11.94,11.92,34377,15581,18939,10420,9319,9406,1567,8364,18.71,10.34,24.3,30,8.32,60.86,9.91,34.71,9.63,32.71,8.56,55.03,11.76,3.19,52.51,48.77,61.67,53.24,57.36,62.98,11.24,19.9547958062488,55.29,11.03,6.36,8.4,4.46,2.37,2.64,2.25,34.36,6.88,68.27,2,22399,91.07,30.88,6.94,38.17,1939,3.36,0.85,161400,546,625,28.4,22.6,14.1,19.95,51.26,47.82,71.68,79.69,50.2,11447.7,32.2,98,114,268,455,815,595,54,1303.1050262,582,481.836485878913
"76",18309,3.11,3.25,93.18,1.17,4.37,13.36,2.51,47869,96.76,1.02,42.76,7.71,1.82,6.49,49984,16040,16379,13700,9405,12798,1149,9885,3.09,1.8,6.27,31.9,3.09,81.09,25.59,17.37,6.46,33.93,6.17,20.13,9.99,3.38,87.51,86.47,92.17,85.84,66.28,75.01,0.55,2.78005352558851,34.97,0.97,0.61,4.02,3.44,3.11,3.11,3.09,74.91,3.38,11.13,3,277,95.51,74.76,2.53,35.02,1981,1.93,0.13,85100,510,643,24.4,23.8,14,2.78,46.03,37.73,57.58,83.89,19.7,930.3,0.84,0,145,3,262.286666666667,147,1012,386,79,2240.9015602527,435
